timestamp,kw_energy_consumption,category
2007-03-12 21:00:00,5.3,0
2007-03-12 22:00:00,5.2,0
2007-03-12 23:00:00,12.9,0
2007-03-13 0:00:00,21.4,1
2007-03-13 1:00:00,17.8,0
2007-03-13 2:00:00,4.7,0
2007-03-13 3:00:00,4.8,0
2007-03-13 4:00:00,4.7,0
2007-03-13 5:00:00,21.7,1
2007-03-13 6:00:00,42.3,1
2007-03-13 7:00:00,38.4,1
2007-03-13 8:00:00,37.5,1
2007-03-13 9:00:00,45.3,1
2007-03-13 10:00:00,50.8,1
2007-03-13 11:00:00,40.6,1
2007-03-13 12:00:00,38.5,1
2007-03-13 13:00:00,36.5,1
2007-03-13 14:00:00,41.9,1
2007-03-13 15:00:00,40.6,1
2007-03-13 16:00:00,38.7,1
2007-03-13 17:00:00,40.7,1
2007-03-13 18:00:00,46.8,1
2007-03-13 19:00:00,45.7,1
2007-03-13 20:00:00,39.6,1
2007-03-13 21:00:00,31.8,1
2007-03-13 22:00:00,5.4,0
2007-03-13 23:00:00,9.2,0
2007-03-14 0:00:00,17.9,0
2007-03-14 1:00:00,15,0
2007-03-14 2:00:00,5.3,0
2007-03-14 3:00:00,5.2,0
2007-03-14 4:00:00,5.3,0
2007-03-14 5:00:00,18.8,0
2007-03-14 6:00:00,40.2,1
2007-03-14 7:00:00,37.4,1
2007-03-14 8:00:00,41.2,1
2007-03-14 9:00:00,47.5,1
2007-03-14 10:00:00,46.7,1
2007-03-14 11:00:00,40.7,1
2007-03-14 12:00:00,39.7,1
2007-03-14 13:00:00,39.7,1
2007-03-14 14:00:00,36.5,1
2007-03-14 15:00:00,38.2,1
2007-03-14 16:00:00,38.3,1
2007-03-14 17:00:00,39,1
2007-03-14 18:00:00,43.7,1
2007-03-14 19:00:00,41,1
2007-03-14 20:00:00,37.7,1
2007-03-14 21:00:00,32.2,1
2007-03-14 22:00:00,5.3,0
2007-03-14 23:00:00,4.9,0
2007-03-15 0:00:00,9.4,0
2007-03-15 1:00:00,4.8,0
2007-03-15 2:00:00,14.7,0
2007-03-15 3:00:00,22.5,1
2007-03-15 4:00:00,8.3,0
2007-03-15 5:00:00,19.5,0
2007-03-15 6:00:00,41.6,1
2007-03-15 7:00:00,37,1
2007-03-15 8:00:00,38.6,1
2007-03-15 9:00:00,43.2,1
2007-03-15 10:00:00,48,1
2007-03-15 11:00:00,43.6,1
2007-03-15 12:00:00,41.3,1
2007-03-15 13:00:00,41.1,1
2007-03-15 14:00:00,44.8,1
2007-03-15 15:00:00,45.2,1
2007-03-15 16:00:00,39.9,1
2007-03-15 17:00:00,41.5,1
2007-03-15 18:00:00,46.6,1
2007-03-15 19:00:00,46,1
2007-03-15 20:00:00,39.8,1
2007-03-15 21:00:00,30.2,1
2007-03-15 22:00:00,5.1,0
2007-03-15 23:00:00,16.2,0
2007-03-16 0:00:00,23.7,1
2007-03-16 1:00:00,20.4,1
2007-03-16 2:00:00,4.9,0
2007-03-16 3:00:00,4.7,0
2007-03-16 4:00:00,4.7,0
2007-03-16 5:00:00,21.6,1
2007-03-16 6:00:00,44,1
2007-03-16 7:00:00,44.1,1
2007-03-16 8:00:00,40.9,1
2007-03-16 9:00:00,38.5,1
2007-03-16 10:00:00,43.8,1
2007-03-16 11:00:00,41.7,1
2007-03-16 12:00:00,40.3,1
2007-03-16 13:00:00,38.4,1
2007-03-16 14:00:00,38.1,1
2007-03-16 15:00:00,40,1
2007-03-16 16:00:00,39.1,1
2007-03-16 17:00:00,37.6,1
2007-03-16 18:00:00,43.7,1
2007-03-16 19:00:00,39.7,1
2007-03-16 20:00:00,39.5,1
2007-03-16 21:00:00,14.2,0
2007-03-16 22:00:00,5.1,0
2007-03-16 23:00:00,15.5,0
2007-03-17 0:00:00,19.9,0
2007-03-17 1:00:00,22.2,1
2007-03-17 2:00:00,20.5,1
2007-03-17 3:00:00,20.4,1
2007-03-17 4:00:00,20.5,1
2007-03-17 5:00:00,34.9,1
2007-03-17 6:00:00,43.5,1
2007-03-17 7:00:00,38.7,1
2007-03-17 8:00:00,36.3,1
2007-03-17 9:00:00,44.5,1
2007-03-17 10:00:00,46.1,1
2007-03-17 11:00:00,41.6,1
2007-03-17 12:00:00,38.8,1
2007-03-17 13:00:00,37.1,1
2007-03-17 14:00:00,38,1
2007-03-17 15:00:00,43,1
2007-03-17 16:00:00,39.6,1
2007-03-17 17:00:00,40.7,1
2007-03-17 18:00:00,39.2,1
2007-03-17 19:00:00,39.4,1
2007-03-17 20:00:00,16.1,0
2007-03-17 21:00:00,5.3,0
2007-03-17 22:00:00,5.2,0
2007-03-17 23:00:00,4.8,0
2007-03-18 0:00:00,22,1
2007-03-18 1:00:00,16.9,0
2007-03-18 2:00:00,4.7,0
2007-03-18 3:00:00,4.7,0
2007-03-18 4:00:00,4.7,0
2007-03-18 5:00:00,4.7,0
2007-03-18 6:00:00,24.5,1
2007-03-18 7:00:00,45.1,1
2007-03-18 8:00:00,45.4,1
2007-03-18 9:00:00,45.2,1
2007-03-18 10:00:00,45.2,1
2007-03-18 11:00:00,41.2,1
2007-03-18 12:00:00,37.9,1
2007-03-18 13:00:00,36.9,1
2007-03-18 14:00:00,38,1
2007-03-18 15:00:00,41.4,1
2007-03-18 16:00:00,41.2,1
2007-03-18 17:00:00,28.4,1
2007-03-18 18:00:00,10.4,0
2007-03-18 19:00:00,5.6,0
2007-03-18 20:00:00,5.4,0
2007-03-18 21:00:00,5.6,0
2007-03-18 22:00:00,5.5,0
2007-03-18 23:00:00,6.9,0
2007-03-19 0:00:00,22.2,1
2007-03-19 1:00:00,16.2,0
2007-03-19 2:00:00,4.9,0
2007-03-19 3:00:00,5,0
2007-03-19 4:00:00,4.9,0
2007-03-19 5:00:00,5.1,0
2007-03-19 6:00:00,5.2,0
2007-03-19 7:00:00,5.4,0
2007-03-19 8:00:00,38.8,1
2007-03-19 9:00:00,45.8,1
2007-03-19 10:00:00,43.9,1
2007-03-19 11:00:00,36.8,1
2007-03-19 12:00:00,37.5,1
2007-03-19 13:00:00,37.6,1
2007-03-19 14:00:00,38.1,1
2007-03-19 15:00:00,42.3,1
2007-03-19 16:00:00,38.7,1
2007-03-19 17:00:00,24.2,1
2007-03-19 18:00:00,9.3,0
2007-03-19 19:00:00,5.2,0
2007-03-19 20:00:00,5.2,0
2007-03-19 21:00:00,5.2,0
2007-03-19 22:00:00,5.3,0
2007-03-19 23:00:00,11.7,0
2007-03-20 0:00:00,22.2,1
2007-03-20 1:00:00,15.4,0
2007-03-20 2:00:00,4.7,0
2007-03-20 3:00:00,4.7,0
2007-03-20 4:00:00,4.7,0
2007-03-20 5:00:00,22.4,1
2007-03-20 6:00:00,45.1,1
2007-03-20 7:00:00,42.5,1
2007-03-20 8:00:00,36.8,1
2007-03-20 9:00:00,41.5,1
2007-03-20 10:00:00,49.2,1
2007-03-20 11:00:00,41,1
2007-03-20 12:00:00,39.7,1
2007-03-20 13:00:00,39.1,1
2007-03-20 14:00:00,43.6,1
2007-03-20 15:00:00,42.8,1
2007-03-20 16:00:00,38.7,1
2007-03-20 17:00:00,40.4,1
2007-03-20 18:00:00,44.4,1
2007-03-20 19:00:00,49.5,1
2007-03-20 20:00:00,40.8,1
2007-03-20 21:00:00,31.4,1
2007-03-20 22:00:00,5.3,0
2007-03-20 23:00:00,17.6,0
2007-03-21 0:00:00,22.3,1
2007-03-21 1:00:00,10.7,0
2007-03-21 2:00:00,4.9,0
2007-03-21 3:00:00,4.8,0
2007-03-21 4:00:00,4.8,0
2007-03-21 5:00:00,17.6,0
2007-03-21 6:00:00,38.6,1
2007-03-21 7:00:00,41,1
2007-03-21 8:00:00,36.9,1
2007-03-21 9:00:00,42.9,1
2007-03-21 10:00:00,45.5,1
2007-03-21 11:00:00,40.4,1
2007-03-21 12:00:00,41.2,1
2007-03-21 13:00:00,39.9,1
2007-03-21 14:00:00,37.5,1
2007-03-21 15:00:00,39.8,1
2007-03-21 16:00:00,38.9,1
2007-03-21 17:00:00,39,1
2007-03-21 18:00:00,43.9,1
2007-03-21 19:00:00,44.6,1
2007-03-21 20:00:00,43,1
2007-03-21 21:00:00,32,1
2007-03-21 22:00:00,5.2,0
2007-03-21 23:00:00,13,0
2007-03-22 0:00:00,22.5,1
2007-03-22 1:00:00,13.5,0
2007-03-22 2:00:00,4.8,0
2007-03-22 3:00:00,4.8,0
2007-03-22 4:00:00,4.9,0
2007-03-22 5:00:00,14.1,0
2007-03-22 6:00:00,37.5,1
2007-03-22 7:00:00,41.3,1
2007-03-22 8:00:00,36.2,1
2007-03-22 9:00:00,40.7,1
2007-03-22 10:00:00,42.1,1
2007-03-22 11:00:00,43.3,1
2007-03-22 12:00:00,39.8,1
2007-03-22 13:00:00,40,1
2007-03-22 14:00:00,42.2,1
2007-03-22 15:00:00,43.1,1
2007-03-22 16:00:00,39.1,1
2007-03-22 17:00:00,38,1
2007-03-22 18:00:00,45.2,1
2007-03-22 19:00:00,45.5,1
2007-03-22 20:00:00,39.1,1
2007-03-22 21:00:00,30.6,1
2007-03-22 22:00:00,5.2,0
2007-03-22 23:00:00,7.5,0
2007-03-23 0:00:00,21.7,1
2007-03-23 1:00:00,17.1,0
2007-03-23 2:00:00,4.8,0
2007-03-23 3:00:00,4.9,0
2007-03-23 4:00:00,4.7,0
2007-03-23 5:00:00,18.7,0
2007-03-23 6:00:00,38.8,1
2007-03-23 7:00:00,36.7,1
2007-03-23 8:00:00,37.6,1
2007-03-23 9:00:00,41.8,1
2007-03-23 10:00:00,47,1
2007-03-23 11:00:00,42.2,1
2007-03-23 12:00:00,42.1,1
